Timestamp,Environment,Camera_Count,Resolution,Target_FPS,Motion_Factor,Total_CPU,Core0_CPU,Core1_CPU,Core2_CPU,Core3_CPU,RAM_Used_MB,SoC_Temp,CPU_Freq,Throttled_State,IO_Wait,Actual_FPS,Drops,Threads
2026-07-07 14:33:11,test,1,320x240,30,0,55.4,49.5,64.1,52.9,55.4,3177.2,65.24,1800.0,throttled=0x0,0.0,0.97,0,916
2026-07-07 14:33:12,test,1,320x240,30,0,45.9,39.6,38.2,41.7,64.4,3174.9,64.76,1800.0,throttled=0x0,0.0,0.96,0,919
2026-07-07 14:33:13,test,1,320x240,30,0,49.1,43.9,48.5,61.5,41.3,3173.0,64.76,1800.0,throttled=0x0,0.0,0.95,0,916
2026-07-07 14:33:14,test,1,320x240,30,0,46.2,49.5,42.7,57.3,35.3,3169.8,63.78,1800.0,throttled=0x0,0.0,0.96,0,916
2026-07-07 14:33:15,test,1,320x240,30,0,43.5,55.6,43.7,33.0,42.2,3168.1,64.27,1800.0,throttled=0x0,0.0,0.97,0,916
2026-07-07 14:33:16,test,1,320x240,30,0,45.0,65.3,35.0,37.8,43.6,3167.0,64.27,1800.0,throttled=0x0,0.0,0.97,0,918
2026-07-07 14:33:17,test,1,320x240,30,0,49.0,48.0,53.0,47.1,47.6,3166.8,63.78,1800.0,throttled=0x0,0.0,0.96,0,921
2026-07-07 14:33:18,test,1,320x240,30,0,46.0,44.6,55.9,40.0,44.2,3166.1,64.27,1800.0,throttled=0x0,0.0,0.96,0,917
2026-07-07 14:33:19,test,1,320x240,30,0,41.6,39.4,50.0,44.8,32.0,3165.6,65.24,1800.0,throttled=0x0,0.0,0.97,0,917
2026-07-07 14:33:20,test,1,320x240,30,0,45.8,58.0,37.5,39.6,49.5,3164.9,64.27,1800.0,throttled=0x0,0.0,0.96,0,917
2026-07-07 14:33:22,test,1,320x240,30,0,52.0,47.4,62.0,48.5,49.0,3164.6,66.22,1800.0,throttled=0x0,0.0,0.96,0,916
2026-07-07 14:33:23,test,1,320x240,30,0,55.1,56.4,51.4,48.1,64.1,3165.6,64.76,1800.0,throttled=0x0,0.0,0.95,0,919
2026-07-07 14:33:24,test,1,320x240,30,0,50.2,50.0,43.6,65.0,42.4,3165.7,65.24,1800.0,throttled=0x0,0.2,0.96,0,915
2026-07-07 14:33:25,test,1,320x240,30,0,46.0,39.8,41.2,56.1,44.8,3165.5,64.76,1800.0,throttled=0x0,0.0,0.95,0,915
2026-07-07 14:33:26,test,1,320x240,30,0,61.0,61.2,52.5,56.3,75.7,3164.9,65.73,1800.0,throttled=0x0,0.0,0.96,0,915
2026-07-07 14:33:27,test,1,320x240,30,0,48.9,62.1,39.8,53.5,39.0,3165.2,64.76,1800.0,throttled=0x0,0.0,0.96,0,915
2026-07-07 14:33:28,test,1,320x240,30,0,43.3,40.2,60.0,36.6,35.3,3166.5,65.24,1800.0,throttled=0x0,0.0,0.97,0,918
2026-07-07 14:33:29,test,1,320x240,30,0,45.5,43.6,37.9,41.3,60.0,3166.1,66.22,1800.0,throttled=0x0,0.0,0.97,0,915
2026-07-07 14:33:30,test,1,320x240,30,0,49.3,47.1,49.5,51.9,48.5,3165.5,65.24,1800.0,throttled=0x0,0.0,0.96,0,918
2026-07-07 14:33:31,test,1,320x240,30,0,51.1,41.6,58.9,49.5,54.1,3165.7,64.76,1800.0,throttled=0x0,0.0,0.93,0,918
2026-07-07 14:33:32,test,1,320x240,30,0,42.8,49.0,32.0,37.4,52.9,3155.7,64.76,1800.0,throttled=0x0,0.5,0.97,0,895
2026-07-07 14:33:33,test,1,320x240,30,0,45.8,70.8,34.0,37.9,39.8,3156.3,65.24,1800.0,throttled=0x0,0.0,0.96,0,898
2026-07-07 14:33:34,test,1,320x240,30,0,45.8,70.8,37.5,35.0,37.3,3155.4,63.78,1800.0,throttled=0x0,0.0,0.96,0,895
2026-07-07 14:33:35,test,1,320x240,30,0,41.7,53.8,30.7,50.0,30.0,3154.4,64.76,1800.0,throttled=0x0,0.0,0.96,0,892
2026-07-07 14:33:36,test,1,320x240,30,0,41.3,33.7,32.7,65.4,31.4,3154.4,64.76,1800.0,throttled=0x0,0.0,0.97,0,892
2026-07-07 14:33:37,test,1,320x240,30,0,47.9,60.8,41.2,41.4,49.0,3154.9,65.24,1800.0,throttled=0x0,0.2,0.96,0,894
2026-07-07 14:33:38,test,1,320x240,30,0,65.9,67.6,66.7,71.6,57.0,3149.7,64.76,1800.0,throttled=0x0,0.0,0.96,0,892
2026-07-07 14:33:39,test,1,320x240,30,0,30.1,53.4,28.7,18.4,20.8,3150.9,64.76,1800.0,throttled=0x0,0.0,0.97,0,892
2026-07-07 14:33:40,test,1,320x240,30,0,25.7,20.6,50.5,14.9,17.3,3151.1,64.27,1800.0,throttled=0x0,0.0,0.98,0,892
2026-07-07 14:33:41,test,1,320x240,30,0,27.4,18.2,29.4,33.0,29.3,3151.3,64.76,1800.0,throttled=0x0,0.0,0.98,0,893
2026-07-07 14:33:42,test,1,320x240,30,0,33.3,32.0,37.4,35.0,28.4,3157.9,65.73,1800.0,throttled=0x0,0.2,0.98,0,896
2026-07-07 14:33:43,test,1,320x240,30,0,26.6,57.1,13.0,19.8,17.6,3158.2,63.78,1800.0,throttled=0x0,0.0,0.98,0,891
2026-07-07 14:33:44,test,1,320x240,30,0,27.3,34.0,13.9,20.4,40.4,3157.0,63.78,1800.0,throttled=0x0,0.0,0.98,0,891
2026-07-07 14:33:45,test,1,320x240,30,0,26.9,36.5,19.8,20.4,31.7,3154.7,63.78,1800.0,throttled=0x0,0.0,0.97,0,891
2026-07-07 14:33:46,test,1,320x240,30,0,26.1,15.6,20.6,14.0,52.5,3155.0,64.76,1800.0,throttled=0x0,0.0,0.98,0,891
2026-07-07 14:33:47,test,1,320x240,30,0,29.4,21.6,54.4,21.4,19.2,3155.8,65.73,1800.0,throttled=0x0,0.2,0.98,0,895
2026-07-07 14:33:48,test,1,320x240,30,0,28.7,22.0,55.2,16.0,19.8,3155.1,63.3,1800.0,throttled=0x0,0.0,0.97,0,892
2026-07-07 14:33:50,test,1,320x240,30,0,28.4,28.9,48.0,21.8,16.7,3154.9,63.78,1800.0,throttled=0x0,0.0,0.97,0,892
2026-07-07 14:33:51,test,1,320x240,30,0,27.7,44.0,27.9,18.0,21.4,3154.2,65.24,1800.0,throttled=0x0,0.0,0.98,0,892
2026-07-07 14:33:52,test,1,320x240,30,0,29.5,20.0,19.0,54.3,23.0,3154.2,63.3,1800.0,throttled=0x0,0.0,0.97,0,893
2026-07-07 14:33:53,test,1,320x240,30,0,29.4,36.7,23.5,37.9,18.6,3156.8,65.24,1800.0,throttled=0x0,0.2,0.98,0,896
2026-07-07 14:33:54,test,1,320x240,30,0,27.0,17.3,51.0,21.6,19.6,3157.1,63.3,1800.0,throttled=0x0,0.0,0.98,0,894
2026-07-07 14:33:55,test,1,320x240,30,0,28.8,20.2,28.6,30.3,35.6,3156.5,63.3,1800.0,throttled=0x0,0.0,0.98,0,895
2026-07-07 14:33:56,test,1,320x240,30,0,28.1,17.3,38.0,38.2,16.0,3155.7,63.3,1800.0,throttled=0x0,0.0,0.97,0,895
2026-07-07 14:33:57,test,1,320x240,30,0,26.4,19.8,17.3,48.0,23.6,3156.1,63.78,1800.0,throttled=0x0,0.0,0.98,0,895
2026-07-07 14:33:58,test,1,320x240,30,0,29.0,24.0,19.2,19.2,53.1,3157.1,63.78,1800.0,throttled=0x0,0.0,0.98,0,898
2026-07-07 14:33:59,test,1,320x240,30,0,27.7,19.6,19.0,16.0,54.8,3156.7,63.3,1800.0,throttled=0x0,0.2,0.98,0,894
2026-07-07 14:34:00,test,1,320x240,30,0,31.5,18.2,28.3,24.5,56.0,3153.7,63.78,1800.0,throttled=0x0,0.0,0.98,0,893
2026-07-07 14:34:01,test,1,320x240,30,0,26.4,27.6,25.3,16.8,36.3,3154.7,63.78,1800.0,throttled=0x0,0.0,0.98,0,891
2026-07-07 14:34:02,test,1,320x240,30,0,28.3,25.5,38.4,21.6,28.2,3154.7,63.3,1800.0,throttled=0x0,0.0,0.97,0,889
2026-07-07 14:34:03,test,1,320x240,30,0,30.0,43.4,35.9,22.0,16.3,3154.8,64.27,1800.0,throttled=0x0,0.0,0.98,0,891
2026-07-07 14:34:04,test,1,320x240,30,0,41.1,44.2,33.7,52.0,36.6,3158.3,62.81,1800.0,throttled=0x0,0.2,0.98,0,894
2026-07-07 14:34:05,test,1,320x240,30,0,48.9,45.1,45.0,60.6,43.4,3158.9,63.3,1800.0,throttled=0x0,0.0,0.98,0,914
2026-07-07 14:34:06,test,1,320x240,30,0,18.6,15.5,26.0,18.6,14.9,3159.4,63.3,1800.0,throttled=0x0,0.0,0.97,0,914
2026-07-07 14:34:07,test,1,320x240,30,0,11.5,10.5,11.5,9.0,14.9,3159.9,63.3,1800.0,throttled=0x0,0.0,0.98,0,914
2026-07-07 14:34:08,test,1,320x240,30,0,13.6,10.2,19.0,12.1,11.8,3161.8,63.3,1800.0,throttled=0x0,0.0,0.98,0,916
2026-07-07 14:34:09,test,1,320x240,30,0,11.6,13.4,12.9,8.0,12.0,3167.4,62.81,1800.0,throttled=0x0,0.0,0.97,0,913
2026-07-07 14:34:10,test,1,320x240,30,0,16.5,12.5,20.4,17.8,13.7,3165.7,62.32,900.0,throttled=0x0,0.0,0.98,0,913
2026-07-07 14:34:11,test,1,320x240,30,0,35.4,52.9,39.4,23.3,27.2,3162.7,62.81,1800.0,throttled=0x0,0.5,0.96,0,916
2026-07-07 14:34:12,test,1,320x240,30,0,17.0,12.5,17.6,23.0,14.7,3164.3,61.84,1800.0,throttled=0x0,0.5,0.98,0,916
2026-07-07 14:34:13,test,1,320x240,30,0,15.0,16.2,15.2,17.6,9.9,3165.8,61.35,1800.0,throttled=0x0,0.0,0.97,0,918
2026-07-07 14:34:14,test,1,320x240,30,0,14.1,12.5,8.0,19.4,14.7,3165.5,61.35,1800.0,throttled=0x0,0.0,0.98,0,915
2026-07-07 14:34:15,test,1,320x240,30,0,17.8,21.8,15.5,14.0,21.4,3165.2,61.35,1800.0,throttled=0x0,0.0,0.97,0,915
2026-07-07 14:34:16,test,1,320x240,30,0,14.7,18.0,14.9,10.9,15.2,3165.7,60.86,1800.0,throttled=0x0,0.0,0.98,0,915
2026-07-07 14:34:17,test,1,320x240,30,0,14.7,14.3,15.5,13.7,15.7,3165.9,61.84,1800.0,throttled=0x0,0.2,0.98,0,918
